,Season,Round,Date,Team_Home,Team_Away,Ball_possession_home,Ball_possession_away,Goal_sit_home,Goal_sit_away,Shots_target_home,Shots_target_away,Shots_no_target_home,Shots_no_target_away,Corners_home,Corners_away,Offsides_home,Offsides_away,GK_inter_home,GK_inter_away,Fauls_home,Fauls_away,Yellow_home,Yellow_away,Red_home,Red_away,Goals_home,Goals_away,Result
139,2013-2014,4,2013-10-08 18:00:00,Lechia Gdańsk,Cracovia,42,58,18,9,8,1,8,4,3,2,2,1,0,5,13,15,1,1,0,0,3,1,W
140,2013-2014,4,2013-10-08 20:30:00,Ruch Chorzów,Legia Warszawa,49,51,9,11,3,9,5,2,6,9,1,1,8,1,1,2,4,4,0,0,2,1,W
141,2013-2014,4,2013-11-08 15:30:00,Pogoń Szczecin,Śląsk Wrocław,51,49,12,21,3,7,8,11,8,5,5,0,5,1,16,12,2,3,0,0,2,2,D
142,2013-2014,4,2013-11-08 18:00:00,Lech Poznań,Korona Kielce,54,46,15,10,5,1,6,4,11,3,3,4,1,3,11,6,0,1,0,0,2,0,W
143,2013-2014,4,2013-12-08 18:00:00,Piast Gliwice,Zawisza Bydgoszcz,53,47,10,20,3,7,5,7,7,5,3,1,6,2,15,14,2,3,0,0,1,1,D
144,2013-2014,5,2013-08-23 18:00:00,Zagłębie Lubin,Cracovia,34,66,13,14,4,3,5,7,6,6,0,2,2,4,4,11,3,3,0,0,0,1,L
145,2013-2014,5,2013-08-23 20:30:00,Górnik Zabrze,Ruch Chorzów,54,46,10,10,3,4,4,3,4,7,5,0,2,1,12,13,0,1,0,0,2,2,D
146,2013-2014,5,2013-08-24 15:30:00,Zawisza Bydgoszcz,Podbeskidzie B-B,48,52,15,14,7,5,6,6,3,4,0,2,3,5,16,19,3,1,0,0,2,2,D
147,2013-2014,5,2013-08-24 18:00:00,Jagiellonia Białystok,Pogoń Szczecin,54,46,18,11,4,4,11,7,4,4,2,3,1,2,16,14,1,3,0,0,2,3,L
148,2013-2014,5,2013-08-24 20:30:00,Legia Warszawa,Lechia Gdańsk,62,38,22,8,7,3,13,4,9,0,2,2,2,7,11,29,2,4,0,0,0,1,L
149,2013-2014,5,2013-08-25 15:30:00,Śląsk Wrocław,Widzew Łódź,61,39,15,11,7,3,5,8,6,2,3,0,2,4,13,7,1,0,0,0,3,1,W
150,2013-2014,5,2013-08-25 18:00:00,Wisła Kraków,Lech Poznań,50,50,13,20,5,8,6,7,7,5,2,2,8,3,15,13,2,3,0,0,2,0,W
151,2013-2014,5,2013-08-26 18:00:00,Korona Kielce,Piast Gliwice,54,46,10,15,4,2,4,8,6,9,3,3,2,2,20,17,2,3,0,0,2,0,W
152,2013-2014,6,2013-01-09 15:30:00,Piast Gliwice,Śląsk Wrocław,45,55,12,17,5,6,4,9,5,4,6,0,5,4,17,10,2,3,0,0,1,1,D
153,2013-2014,6,2013-01-09 18:00:00,Lech Poznań,Zawisza Bydgoszcz,49,51,9,16,3,4,2,9,2,2,6,0,2,0,19,16,6,2,1,0,3,2,W
154,2013-2014,6,2013-02-09 18:00:00,Podbeskidzie B-B,Korona Kielce,51,49,19,9,8,3,6,4,7,7,0,1,3,7,11,22,2,2,0,1,1,0,W
155,2013-2014,6,2013-08-30 18:00:00,Lechia Gdańsk,Górnik Zabrze,47,53,12,11,4,5,8,5,8,6,5,1,4,3,15,12,2,4,0,0,1,1,D
156,2013-2014,6,2013-08-30 18:00:00,Ruch Chorzów,Zagłębie Lubin,54,46,14,9,4,4,5,3,10,7,0,3,2,4,9,13,4,2,0,0,0,2,L
157,2013-2014,6,2013-08-31 15:30:00,Widzew Łódź,Jagiellonia Białystok,42,58,9,12,3,3,6,4,2,4,2,1,2,2,15,12,1,4,0,1,1,1,D
158,2013-2014,6,2013-08-31 18:00:00,Pogoń Szczecin,Wisła Kraków,49,51,11,10,3,3,5,5,4,4,2,2,3,3,22,16,1,2,0,0,0,0,D
159,2013-2014,6,2013-08-31 20:30:00,Cracovia,Legia Warszawa,44,56,12,17,4,5,6,11,6,9,3,2,4,4,24,14,4,2,0,0,0,1,L
160,2013-2014,7,2013-09-13 18:00:00,Widzew Łódź,Podbeskidzie B-B,46,54,12,8,4,2,7,4,3,4,1,5,1,3,14,15,1,4,0,1,1,1,D
161,2013-2014,7,2013-09-13 20:30:00,Wisła Kraków,Piast Gliwice,56,44,11,13,6,4,3,7,6,9,4,3,4,3,22,20,2,1,0,0,3,0,W
162,2013-2014,7,2013-09-14 15:30:00,Zawisza Bydgoszcz,Cracovia,44,56,18,11,9,4,8,4,5,5,0,4,4,7,8,19,5,1,0,0,2,0,W
163,2013-2014,7,2013-09-14 18:00:00,Śląsk Wrocław,Lech Poznań,49,51,18,17,7,5,8,10,6,6,1,5,5,5,8,12,4,3,0,0,2,0,W
164,2013-2014,7,2013-09-14 20:30:00,Korona Kielce,Legia Warszawa,36,64,13,21,6,9,6,6,1,8,1,3,4,3,12,12,1,2,0,0,3,5,L
165,2013-2014,7,2013-09-15 15:30:00,Jagiellonia Białystok,Ruch Chorzów,46,54,18,12,13,0,3,5,5,4,3,0,0,7,5,11,0,2,0,0,6,0,W
166,2013-2014,7,2013-09-15 18:00:00,Pogoń Szczecin,Lechia Gdańsk,61,39,17,13,7,4,7,5,11,2,2,3,3,6,16,22,5,5,0,0,1,1,D
167,2013-2014,7,2013-09-16 18:00:00,Górnik Zabrze,Zagłębie Lubin,60,40,14,8,7,3,5,2,8,3,4,3,2,5,12,15,1,3,0,0,2,1,W
168,2013-2014,8,2013-09-19 17:00:00,Podbeskidzie B-B,Jagiellonia Białystok,47,53,9,20,4,7,3,9,7,5,1,8,6,4,15,12,4,3,0,1,0,1,L
169,2013-2014,8,2013-09-20 18:00:00,Piast Gliwice,Widzew Łódź,60,40,12,12,9,3,2,7,8,3,3,4,3,6,26,10,1,2,0,1,3,0,W
170,2013-2014,8,2013-09-20 20:30:00,Lech Poznań,Pogoń Szczecin,54,46,17,5,6,2,7,3,10,2,0,1,0,5,22,26,3,4,0,0,1,2,L
171,2013-2014,8,2013-09-21 15:30:00,Lechia Gdańsk,Zawisza Bydgoszcz,52,48,9,7,4,2,5,4,11,1,5,1,1,3,20,18,1,0,0,0,1,1,D
172,2013-2014,8,2013-09-21 18:00:00,Cracovia,Wisła Kraków,55,45,19,7,6,2,11,4,8,5,1,3,1,5,16,18,1,3,0,0,1,1,D
173,2013-2014,8,2013-09-21 20:30:00,Zagłębie Lubin,Korona Kielce,54,46,14,14,5,4,8,5,3,4,1,0,4,3,16,20,2,4,0,1,2,0,W
174,2013-2014,8,2013-09-22 15:30:00,Ruch Chorzów,Śląsk Wrocław,45,55,10,20,4,6,5,12,3,10,1,2,5,3,15,8,1,2,0,0,1,1,D
175,2013-2014,8,2013-09-22 18:00:00,Legia Warszawa,Górnik Zabrze,61,39,18,6,7,1,9,4,8,2,2,2,0,5,13,16,2,4,0,0,2,1,W
176,2013-2014,9,2013-09-23 18:00:00,Pogoń Szczecin,Podbeskidzie B-B,69,31,11,9,5,2,4,5,5,5,10,0,1,3,15,15,3,1,0,0,2,1,W
177,2013-2014,9,2013-09-23 20:30:00,Piast Gliwice,Lech Poznań,51,49,10,20,1,10,5,5,6,8,2,4,8,1,16,16,1,0,0,0,0,2,L
178,2013-2014,9,2013-09-24 18:00:00,Zawisza Bydgoszcz,Zagłębie Lubin,55,45,19,9,4,2,10,5,3,4,3,1,2,2,10,17,2,2,0,1,2,0,W
179,2013-2014,9,2013-09-24 20:30:00,Wisła Kraków,Lechia Gdańsk,54,46,13,12,7,4,4,6,4,2,4,2,4,4,13,9,1,2,0,1,3,0,W
180,2013-2014,9,2013-09-25 18:00:00,Śląsk Wrocław,Cracovia,42,58,13,19,8,12,4,5,5,5,1,2,9,8,8,20,0,2,1,0,0,3,L
181,2013-2014,9,2013-09-25 18:00:00,Widzew Łódź,Ruch Chorzów,45,55,15,14,5,4,8,6,3,10,4,1,3,5,11,10,2,0,1,0,0,1,L
182,2013-2014,9,2013-09-25 20:30:00,Jagiellonia Białystok,Legia Warszawa,39,61,9,12,4,6,3,5,4,2,0,1,3,2,17,15,1,2,0,0,2,3,L
183,2013-2014,9,2013-09-26 20:30:00,Korona Kielce,Górnik Zabrze,37,63,13,10,5,5,4,2,7,3,1,1,3,3,16,12,2,1,0,0,2,2,D
184,2013-2014,10,2013-09-27 20:30:00,Podbeskidzie B-B,Piast Gliwice,43,57,12,17,5,5,3,7,9,7,1,2,4,5,19,17,3,4,0,0,0,1,L
185,2013-2014,10,2013-09-28 15:30:00,Cracovia,Pogoń Szczecin,62,38,18,14,10,4,5,7,6,2,0,1,3,10,11,14,2,3,0,0,0,1,L
186,2013-2014,10,2013-09-28 18:00:00,Ruch Chorzów,Wisła Kraków,49,51,14,4,5,2,7,2,7,3,0,5,1,4,15,11,1,2,0,0,1,1,D
187,2013-2014,10,2013-09-28 20:30:00,Legia Warszawa,Śląsk Wrocław,56,44,19,8,11,2,6,4,11,2,2,3,1,9,14,10,2,3,0,0,2,1,W
188,2013-2014,10,2013-09-29 15:30:00,Zagłębie Lubin,Jagiellonia Białystok,46,54,14,13,6,1,7,7,7,4,2,1,0,5,17,18,1,3,0,0,1,1,D
189,2013-2014,10,2013-09-29 18:00:00,Lech Poznań,Widzew Łódź,70,30,27,8,9,5,11,2,14,4,4,1,5,8,15,6,3,2,0,1,1,0,W
190,2013-2014,10,2013-09-30 18:00:00,Górnik Zabrze,Zawisza Bydgoszcz,51,49,16,10,5,4,8,6,9,1,0,2,2,2,9,14,0,2,0,0,3,2,W
191,2013-2014,10,2013-09-30 20:30:00,Lechia Gdańsk,Korona Kielce,67,33,13,10,5,3,7,5,1,3,4,4,1,3,10,21,1,4,0,0,2,2,D
192,2013-2014,11,2013-04-10 18:00:00,Zawisza Bydgoszcz,Korona Kielce,66,34,14,6,6,1,3,4,4,3,3,2,0,6,18,16,3,2,0,0,0,1,L
193,2013-2014,11,2013-04-10 20:30:00,Śląsk Wrocław,Zagłębie Lubin,60,40,11,12,3,1,7,7,4,6,0,1,1,1,21,11,3,3,0,1,2,0,W
194,2013-2014,11,2013-05-10 15:30:00,Jagiellonia Białystok,Cracovia,42,58,15,16,7,10,6,6,4,4,1,6,8,6,14,13,3,2,0,0,1,2,L
195,2013-2014,11,2013-05-10 18:00:00,Pogoń Szczecin,Górnik Zabrze,56,44,10,15,2,8,4,5,4,8,1,0,4,1,10,21,0,2,1,0,1,4,L
196,2013-2014,11,2013-05-10 20:30:00,Podbeskidzie B-B,Lech Poznań,38,62,9,14,3,1,4,12,3,5,1,2,1,3,14,19,1,3,0,0,0,0,D
197,2013-2014,11,2013-06-10 15:30:00,Wisła Kraków,Legia Warszawa,39,61,15,26,7,9,4,9,6,12,2,3,9,6,18,13,1,2,0,0,1,0,W
198,2013-2014,11,2013-06-10 18:00:00,Widzew Łódź,Lechia Gdańsk,45,55,11,14,6,3,4,6,5,3,1,1,2,2,8,11,3,1,0,0,4,1,W
199,2013-2014,11,2013-07-10 18:00:00,Piast Gliwice,Ruch Chorzów,57,43,21,12,6,5,11,5,7,5,5,1,3,6,17,13,1,2,0,1,0,2,L
200,2013-2014,12,2013-10-18 18:00:00,Korona Kielce,Jagiellonia Białystok,51,49,10,15,6,5,3,5,3,7,2,1,4,2,18,13,2,3,0,1,4,1,W
201,2013-2014,12,2013-10-18 20:30:00,Górnik Zabrze,Śląsk Wrocław,56,44,12,15,7,7,4,6,7,4,4,6,5,4,16,19,3,3,0,0,3,2,W
202,2013-2014,12,2013-10-19 15:30:00,Zawisza Bydgoszcz,Wisła Kraków,55,45,23,8,11,5,6,1,5,7,3,4,4,8,19,17,4,3,1,1,3,1,W
203,2013-2014,12,2013-10-19 18:00:00,Zagłębie Lubin,Widzew Łódź,57,43,14,10,5,4,9,4,2,6,2,0,3,2,13,8,1,1,0,0,3,1,W
204,2013-2014,12,2013-10-19 20:30:00,Lechia Gdańsk,Lech Poznań,43,57,15,12,3,4,10,3,2,4,2,1,0,2,11,19,3,5,0,1,1,4,L
205,2013-2014,12,2013-10-20 15:30:00,Cracovia,Podbeskidzie B-B,69,31,19,14,12,8,5,4,6,2,5,1,6,8,11,14,1,2,0,0,4,2,W
206,2013-2014,12,2013-10-20 18:00:00,Legia Warszawa,Piast Gliwice,67,33,19,8,7,4,10,2,6,7,2,3,3,3,10,21,2,3,0,0,4,1,W
207,2013-2014,12,2013-10-21 18:00:00,Ruch Chorzów,Pogoń Szczecin,58,42,16,9,3,4,8,1,4,7,1,4,3,2,18,23,1,4,0,0,1,1,D
208,2013-2014,13,2013-10-24 16:00:00,Podbeskidzie B-B,Ruch Chorzów,38,62,6,12,4,3,2,7,4,11,3,0,3,4,11,15,1,1,0,0,0,0,D
209,2013-2014,13,2013-10-25 18:00:00,Widzew Łódź,Cracovia,30,70,7,16,2,6,3,5,2,2,1,3,3,1,11,9,2,3,0,0,1,3,L
210,2013-2014,13,2013-10-25 20:30:00,Jagiellonia Białystok,Górnik Zabrze,35,65,8,13,3,6,4,4,3,2,1,2,5,3,9,15,4,2,1,1,0,1,L
211,2013-2014,13,2013-10-26 15:30:00,Pogoń Szczecin,Korona Kielce,55,45,12,17,5,6,5,8,5,6,2,0,4,2,16,13,3,0,1,1,3,2,W
212,2013-2014,13,2013-10-26 18:00:00,Piast Gliwice,Lechia Gdańsk,53,47,13,11,7,3,6,5,6,5,1,3,3,7,21,12,2,2,0,0,0,0,D
213,2013-2014,13,2013-10-26 20:30:00,Wisła Kraków,Zagłębie Lubin,54,46,16,16,3,4,8,5,6,7,0,6,4,2,13,5,3,1,0,0,1,0,W
214,2013-2014,13,2013-10-27 15:30:00,Śląsk Wrocław,Zawisza Bydgoszcz,54,46,18,13,6,3,10,8,4,7,1,0,1,5,18,17,3,2,0,0,1,2,L
215,2013-2014,13,2013-10-27 18:00:00,Lech Poznań,Legia Warszawa,54,46,14,14,5,6,3,3,8,4,3,4,5,4,17,14,2,3,0,0,1,1,D
216,2013-2014,14,2013-10-28 18:00:00,Górnik Zabrze,Cracovia,44,56,6,13,3,3,1,5,0,3,0,3,2,3,10,14,2,2,0,0,0,1,L
217,2013-2014,14,2013-10-29 18:00:00,Pogoń Szczecin,Piast Gliwice,62,38,18,7,10,1,5,1,4,3,0,0,1,6,19,14,1,0,0,1,4,0,W
218,2013-2014,14,2013-10-29 20:30:00,Wisła Kraków,Widzew Łódź,66,34,19,10,8,3,7,6,1,4,2,0,3,5,25,14,5,2,0,1,3,0,W
219,2013-2014,14,2013-10-30 18:00:00,Korona Kielce,Ruch Chorzów,48,52,7,9,2,7,5,2,4,2,1,1,3,1,13,15,0,0,1,0,1,4,L
220,2013-2014,14,2013-10-30 18:00:00,Zagłębie Lubin,Lechia Gdańsk,67,33,17,13,6,6,8,5,6,2,1,2,3,5,6,14,1,2,0,0,1,3,L
221,2013-2014,14,2013-10-30 20:30:00,Zawisza Bydgoszcz,Legia Warszawa,41,59,17,9,9,3,5,3,3,9,2,3,2,6,8,14,0,0,0,0,3,1,W
222,2013-2014,14,2013-10-31 18:00:00,Śląsk Wrocław,Podbeskidzie B-B,63,37,24,10,12,5,5,5,4,7,1,1,5,8,15,16,1,2,0,0,4,0,W
223,2013-2014,14,2013-10-31 20:30:00,Jagiellonia Białystok,Lech Poznań,34,66,9,19,6,5,1,6,4,7,1,1,5,4,10,13,1,3,0,0,2,0,W
224,2013-2014,15,2013-02-11 15:30:00,Cracovia,Korona Kielce,67,33,22,10,5,7,10,1,9,5,2,2,5,4,8,15,3,3,1,0,1,2,L
225,2013-2014,15,2013-02-11 18:00:00,Widzew Łódź,Pogoń Szczecin,48,52,10,10,3,4,7,4,2,7,0,4,3,1,14,13,4,2,1,0,2,1,W
226,2013-2014,15,2013-02-11 20:30:00,Legia Warszawa,Zagłębie Lubin,58,42,20,9,5,1,10,5,7,5,0,3,1,3,6,9,1,1,0,0,2,0,W
227,2013-2014,15,2013-03-11 15:30:00,Lechia Gdańsk,Śląsk Wrocław,49,51,17,12,6,4,7,7,7,6,0,1,2,5,4,8,0,0,0,0,1,2,L
228,2013-2014,15,2013-03-11 18:00:00,Lech Poznań,Górnik Zabrze,51,49,15,14,7,8,6,6,8,4,5,1,7,4,8,6,2,1,0,0,3,1,W
229,2013-2014,15,2013-04-11 18:00:00,Piast Gliwice,Jagiellonia Białystok,46,54,17,6,5,2,7,2,7,4,2,0,1,3,24,13,2,1,0,1,2,1,W
230,2013-2014,15,2013-04-11 20:30:00,Podbeskidzie B-B,Wisła Kraków,45,55,24,8,10,3,9,2,7,2,1,6,3,10,13,16,1,1,0,0,0,0,D
231,2013-2014,15,2013-05-11 18:00:00,Ruch Chorzów,Zawisza Bydgoszcz,57,43,22,5,7,1,12,3,3,3,3,2,1,6,13,16,1,2,0,1,1,0,W
232,2013-2014,16,2013-08-11 18:00:00,Jagiellonia Białystok,Zawisza Bydgoszcz,55,45,6,20,3,7,1,6,6,12,5,2,6,2,14,19,1,1,0,0,1,1,D
233,2013-2014,16,2013-08-11 20:30:00,Górnik Zabrze,Wisła Kraków,58,42,24,11,11,6,6,3,8,3,1,9,4,8,5,12,1,3,0,0,3,2,W
234,2013-2014,16,2013-09-11 15:30:00,Piast Gliwice,Cracovia,29,71,10,14,6,4,2,2,2,6,2,0,3,5,13,15,2,4,0,0,1,1,D
235,2013-2014,16,2013-09-11 18:00:00,Podbeskidzie B-B,Lechia Gdańsk,46,54,15,10,8,3,7,5,5,9,1,3,2,5,15,14,0,2,0,0,3,1,W
236,2013-2014,16,2013-09-11 20:30:00,Lech Poznań,Ruch Chorzów,57,43,18,8,8,3,7,5,1,3,5,1,1,4,14,6,0,1,0,0,4,2,W
237,2013-2014,16,2013-10-11 15:30:00,Śląsk Wrocław,Korona Kielce,45,55,8,20,6,4,2,10,4,6,1,2,3,5,20,16,5,2,1,0,1,1,D
238,2013-2014,16,2013-10-11 18:00:00,Widzew Łódź,Legia Warszawa,37,63,9,12,4,5,5,5,3,8,4,5,4,4,11,9,2,2,0,0,0,1,L
239,2013-2014,16,2013-11-11 18:00:00,Pogoń Szczecin,Zagłębie Lubin,54,46,16,14,3,3,8,8,8,4,3,1,2,2,11,18,2,1,0,0,1,1,D
240,2013-2014,17,2013-11-22 18:00:00,Zagłębie Lubin,Piast Gliwice,60,40,11,15,4,7,3,5,3,5,4,1,5,4,11,17,4,6,1,2,0,2,L
241,2013-2014,17,2013-11-22 20:30:00,Wisła Kraków,Korona Kielce,58,42,19,8,6,3,8,3,8,3,4,1,3,5,8,12,2,3,0,0,1,0,W
242,2013-2014,17,2013-11-23 15:30:00,Zawisza Bydgoszcz,Widzew Łódź,60,40,12,15,6,3,3,10,5,8,6,1,3,4,15,14,2,2,0,0,2,0,W
243,2013-2014,17,2013-11-23 18:00:00,Jagiellonia Białystok,Śląsk Wrocław,40,60,10,14,4,6,5,4,5,5,2,2,5,1,16,18,2,4,0,0,3,1,W
244,2013-2014,17,2013-11-23 20:30:00,Legia Warszawa,Pogoń Szczecin,58,42,22,11,15,2,5,6,3,2,3,3,1,13,19,15,3,4,0,0,3,1,W
245,2013-2014,17,2013-11-24 15:30:00,Lechia Gdańsk,Ruch Chorzów,49,51,15,5,2,2,10,0,7,4,2,2,2,2,19,10,3,0,0,0,0,0,D
246,2013-2014,17,2013-11-24 18:00:00,Górnik Zabrze,Podbeskidzie B-B,54,46,18,18,7,6,9,7,3,8,3,4,6,5,12,9,2,1,0,0,2,0,W
247,2013-2014,17,2013-11-25 18:00:00,Cracovia,Lech Poznań,56,44,14,20,5,10,4,6,3,12,3,0,4,4,10,13,3,2,0,0,1,6,L
248,2013-2014,18,2013-01-12 15:30:00,Ruch Chorzów,Cracovia,39,61,9,22,3,6,2,8,1,10,2,1,4,1,16,17,4,4,1,0,3,2,W
249,2013-2014,18,2013-01-12 18:00:00,Podbeskidzie B-B,Legia Warszawa,41,59,4,11,3,5,1,6,3,5,3,3,5,2,27,16,2,1,0,0,1,0,W
250,2013-2014,18,2013-11-28 16:00:00,Jagiellonia Białystok,Lechia Gdańsk,52,48,12,16,5,2,3,8,4,3,0,1,1,5,19,17,4,3,0,0,0,1,L
251,2013-2014,18,2013-11-29 18:00:00,Pogoń Szczecin,Zawisza Bydgoszcz,53,47,18,10,3,3,8,2,9,9,4,0,2,2,16,13,0,3,0,0,1,1,D
252,2013-2014,18,2013-11-29 20:30:00,Wisła Kraków,Śląsk Wrocław,45,55,11,21,6,9,4,6,3,6,4,1,9,3,13,13,1,2,0,0,3,0,W
253,2013-2014,18,2013-11-30 15:30:00,Korona Kielce,Widzew Łódź,54,46,18,8,8,3,4,5,5,8,3,0,2,6,12,17,1,4,0,1,2,1,W
254,2013-2014,18,2013-11-30 18:00:00,Piast Gliwice,Górnik Zabrze,36,64,13,7,6,3,7,4,3,7,3,2,3,4,23,11,2,5,0,1,2,0,W
255,2013-2014,18,2013-11-30 20:30:00,Lech Poznań,Zagłębie Lubin,59,41,19,7,3,4,9,3,7,1,1,4,3,2,16,7,1,2,0,0,1,1,D
256,2013-2014,19,2013-02-12 18:00:00,Jagiellonia Białystok,Wisła Kraków,42,58,15,12,9,5,4,3,0,8,1,2,3,4,12,14,0,4,0,0,5,2,W
257,2013-2014,19,2013-02-12 20:30:00,Śląsk Wrocław,Pogoń Szczecin,56,44,19,10,5,1,14,5,4,6,0,7,0,4,13,16,6,5,0,1,1,1,D
258,2013-2014,19,2013-03-12 18:00:00,Górnik Zabrze,Widzew Łódź,67,33,14,11,5,4,8,4,6,2,1,1,2,2,12,22,3,0,0,0,3,2,W
259,2013-2014,19,2013-03-12 18:00:00,Zawisza Bydgoszcz,Piast Gliwice,58,42,18,12,10,6,6,4,3,4,1,1,6,4,13,20,2,1,1,0,6,0,W
260,2013-2014,19,2013-03-12 20:30:00,Korona Kielce,Lech Poznań,55,45,17,6,7,1,6,3,6,3,6,2,1,6,13,10,2,0,0,1,1,0,W
261,2013-2014,19,2013-04-12 18:00:00,Cracovia,Lechia Gdańsk,65,35,16,10,3,6,10,4,0,4,1,1,5,1,13,17,2,2,0,2,2,1,W
262,2013-2014,19,2013-04-12 20:30:00,Legia Warszawa,Ruch Chorzów,58,42,11,7,5,3,6,2,5,2,4,2,3,3,12,15,1,1,0,0,2,0,W
263,2013-2014,19,2013-05-12 20:30:00,Zagłębie Lubin,Podbeskidzie B-B,44,56,14,17,5,6,6,4,1,5,2,0,4,2,13,15,1,3,0,0,3,2,W
264,2013-2014,20,2013-06-12 18:00:00,Piast Gliwice,Korona Kielce,39,61,9,13,0,6,6,6,6,2,0,1,5,0,18,11,2,1,0,1,1,1,D
265,2013-2014,20,2013-06-12 20:30:00,Lech Poznań,Wisła Kraków,62,38,16,7,4,3,8,3,10,1,2,0,3,2,16,20,4,3,0,0,2,0,W
266,2013-2014,20,2013-07-12 15:30:00,Widzew Łódź,Śląsk Wrocław,40,60,8,17,0,2,5,14,5,3,1,2,2,0,17,20,3,2,0,0,0,0,D
267,2013-2014,20,2013-07-12 18:00:00,Pogoń Szczecin,Jagiellonia Białystok,59,41,17,8,8,1,6,6,9,4,3,2,0,7,15,20,1,1,0,0,1,1,D
268,2013-2014,20,2013-07-12 20:30:00,Ruch Chorzów,Górnik Zabrze,54,46,21,12,12,4,8,6,8,4,5,2,3,10,10,13,2,3,0,0,2,1,W
269,2013-2014,20,2013-08-12 15:30:00,Podbeskidzie B-B,Zawisza Bydgoszcz,51,49,11,9,3,3,5,3,6,3,1,2,3,3,20,16,4,2,0,0,0,0,D
270,2013-2014,20,2013-08-12 18:00:00,Lechia Gdańsk,Legia Warszawa,52,48,13,6,6,4,5,1,1,4,3,2,4,4,15,13,4,4,0,2,2,0,W
271,2013-2014,20,2013-09-12 18:00:00,Cracovia,Zagłębie Lubin,69,31,31,7,7,1,10,3,6,6,0,1,1,5,16,7,3,2,0,0,2,0,W
272,2013-2014,21,2013-12-13 18:00:00,Jagiellonia Białystok,Widzew Łódź,70,30,11,7,5,3,4,2,8,2,4,1,3,4,14,18,2,3,0,0,1,0,W
273,2013-2014,21,2013-12-13 20:30:00,Zawisza Bydgoszcz,Lech Poznań,54,46,20,16,5,7,10,7,3,4,1,1,5,3,11,23,1,5,0,1,2,2,D
274,2013-2014,21,2013-12-14 15:30:00,Korona Kielce,Podbeskidzie B-B,52,48,17,13,9,3,6,7,14,4,3,0,2,7,23,13,4,3,0,0,2,1,W
275,2013-2014,21,2013-12-14 18:00:00,Śląsk Wrocław,Piast Gliwice,53,47,11,10,6,6,5,4,6,8,2,1,6,6,15,19,2,2,0,0,0,0,D
276,2013-2014,21,2013-12-14 20:30:00,Górnik Zabrze,Lechia Gdańsk,64,36,15,16,2,4,7,9,11,6,5,2,4,2,14,9,0,0,0,0,0,0,D
277,2013-2014,21,2013-12-15 15:30:00,Zagłębie Lubin,Ruch Chorzów,43,57,13,13,5,2,7,6,4,5,2,0,0,4,12,8,1,2,0,0,1,2,L
278,2013-2014,21,2013-12-15 18:00:00,Legia Warszawa,Cracovia,40,60,12,10,8,5,3,4,2,4,0,2,4,4,11,14,2,2,0,0,4,1,W
279,2013-2014,21,2013-12-16 18:00:00,Wisła Kraków,Pogoń Szczecin,52,48,11,10,6,2,5,6,7,6,1,1,1,4,15,17,4,3,0,0,2,1,W
280,2013-2014,22,2014-02-14 18:00:00,Podbeskidzie B-B,Widzew Łódź,56,44,13,7,4,2,5,4,6,4,4,3,4,3,19,21,4,5,0,1,1,0,W
281,2013-2014,22,2014-02-14 20:30:00,Legia Warszawa,Korona Kielce,62,38,13,11,5,6,4,3,6,4,2,3,6,4,11,25,2,3,1,1,1,0,W
282,2013-2014,22,2014-02-15 13:00:00,Cracovia,Zawisza Bydgoszcz,56,44,14,14,5,7,6,5,2,3,2,1,5,5,20,18,2,1,0,0,0,2,L
283,2013-2014,22,2014-02-15 15:30:00,Lechia Gdańsk,Pogoń Szczecin,57,43,21,15,8,8,6,3,5,7,1,3,5,6,10,22,1,3,0,1,2,3,L
284,2013-2014,22,2014-02-16 13:00:00,Ruch Chorzów,Jagiellonia Białystok,46,54,11,14,5,0,4,10,3,8,2,4,0,4,20,14,1,1,0,0,1,0,W
285,2013-2014,22,2014-02-16 15:30:00,Zagłębie Lubin,Górnik Zabrze,38,62,16,16,7,4,5,9,3,7,2,2,4,4,16,11,2,0,0,0,3,0,W
286,2013-2014,22,2014-02-16 18:00:00,Lech Poznań,Śląsk Wrocław,54,46,19,7,8,3,8,3,10,5,2,3,2,6,18,15,6,3,0,0,2,1,W
287,2013-2014,22,2014-02-17 18:00:00,Piast Gliwice,Wisła Kraków,49,51,7,7,0,2,5,2,5,8,0,6,1,0,18,16,1,1,0,0,0,1,L
288,2013-2014,23,2014-02-21 18:00:00,Jagiellonia Białystok,Podbeskidzie B-B,53,47,16,18,6,4,6,6,9,3,3,0,2,4,6,21,0,4,1,0,2,2,D
289,2013-2014,23,2014-02-21 20:30:00,Pogoń Szczecin,Lech Poznań,40,60,11,16,7,7,4,4,1,11,2,0,6,2,15,22,3,4,0,0,5,1,W
290,2013-2014,23,2014-02-22 15:30:00,Widzew Łódź,Piast Gliwice,45,55,6,21,2,8,2,9,5,4,2,1,7,2,18,15,6,4,1,0,1,1,D
291,2013-2014,23,2014-02-22 18:30:00,Górnik Zabrze,Legia Warszawa,43,57,7,16,2,7,3,6,2,7,2,1,4,2,22,16,2,0,0,0,0,3,L
292,2013-2014,23,2014-02-23 13:00:00,Korona Kielce,Zagłębie Lubin,52,48,12,15,3,7,4,5,7,8,1,0,6,2,22,12,4,3,0,0,1,1,D
293,2013-2014,23,2014-02-23 15:30:00,Wisła Kraków,Cracovia,37,63,17,9,10,4,4,4,8,5,3,2,3,7,24,16,2,1,0,0,3,1,W
